visit_id,beneficiary_id,cohort_id,visit_date,officer_name,visit_outcome,gps_latitude,gps_longitude,notes,follow_up_required
FV-002482,BEN-01727,COHORT-PL-001,2025-11-30,Tabitha Mutua,Verified,-1.32217,36.75083,Quasi eaque officiis voluptatem a excepturi magnam excepturi suscipit.,
FV-002483,BEN-01727,COHORT-PL-001,2026-08-07,Lilian Adhiambo,Verified,-1.37711,36.89446,Quia eaque at quas doloremque quos nobis saepe adipisci.,False
FV-002484,BEN-01728,COHORT-PL-001,2025-09-06,Francis Mwangi,Verified,-1.24991,36.91086,Labore aspernatur perferendis amet laborum officia illum.,False
FV-002485,BEN-01730,COHORT-PL-001,2025-12-29,Xavier Wangari,Verified,-1.28343,36.86582,Eos iste vero minima eius.,
FV-002486,BEN-01732,COHORT-PL-001,2026-03-05,Violet Maina,Partially Verified,-1.37269,36.89491,Amet quas aspernatur quibusdam sapiente vitae expedita impedit tempore.,False
FV-002487,BEN-01733,COHORT-PL-001,2026-03-07,Grace Maina,Verified,-1.2222,36.7683,Consectetur soluta quidem illo unde temporibus quos facilis error.,
FV-002488,BEN-01734,COHORT-PL-001,2025-10-16,Rose Awino,Verified,-1.36271,36.79607,Maxime repellendus quia necessitatibus vel.,True
FV-002489,BEN-01734,COHORT-PL-001,2026-01-10,David Maina,Verified,-1.27385,36.88561,Iste unde cumque sapiente accusamus maxime.,True
FV-002490,BEN-01735,COHORT-PL-001,2026-03-07,Yvonne Gichuki,Verified,-1.36011,36.90225,Aliquam iste sapiente natus accusantium voluptate facilis quidem.,
FV-002491,BEN-01735,COHORT-PL-001,2026-01-01,Patrick Otieno,Partially Verified,-1.20605,36.9064,Alias tempore dolorem dolorum eaque incidunt magni distinctio id.,True
FV-002492,BEN-01736,COHORT-PL-001,2026-07-16,Gladys Maina,Partially Verified,-1.30327,36.73705,Pariatur ad illo praesentium suscipit blanditiis ut delectus delectus.,
FV-002493,BEN-01736,COHORT-PL-001,2026-02-24,Brian Otieno,Verified,-1.25139,36.91292,Suscipit labore nemo eligendi aspernatur accusamus maiores magni.,False
FV-002494,BEN-01737,COHORT-PL-001,2026-06-18,Wanjiku Achieng,Verified,-1.32547,36.75291,Inventore dolor quis perspiciatis repellat aliquid iusto dignissimos impedit.,False
FV-002495,BEN-01737,COHORT-PL-001,2026-01-26,Esther Gichuki,Verified,-1.36452,36.77304,Perspiciatis cumque maiores nulla sed quidem voluptates.,True
FV-002496,BEN-01737,COHORT-PL-001,2026-04-28,Wanjiku Were,Verified,-1.21091,36.74926,Quia et voluptatibus eum accusantium.,True
FV-002497,BEN-01738,COHORT-PL-001,2026-03-18,Cynthia Nyambura,Partially Verified,-1.37349,36.86397,Necessitatibus consequuntur blanditiis iste ea sequi in.,True
FV-002498,BEN-01739,COHORT-PL-001,2026-01-17,Zipporah Awino,Partially Verified,-1.27509,36.88595,Molestias illo quam adipisci hic.,True
FV-002499,BEN-01739,COHORT-PL-001,2025-12-22,Joseph Musyoka,Verified,-1.33944,36.79755,Saepe quis illo cum ut perspiciatis.,
FV-002500,BEN-01740,COHORT-PL-001,2026-07-20,Seun Mugo,Verified,-1.27461,36.73559,Labore velit neque debitis.,
FV-002501,BEN-01744,COHORT-PL-001,2026-06-08,David Otieno,No Contact,-1.311,36.79915,Saepe aspernatur voluptatum repellendus ut laudantium natus in eum sunt.,True
FV-002502,BEN-01744,COHORT-PL-001,01/11/2025,Dennis Githinji,partial,-1.25015,36.73022,Quo doloremque at qui ullam modi.,True
FV-002503,BEN-01745,COHORT-PL-001,2026-01-11,Francis Githinji,Verified,-1.30367,36.80211,Nostrum cupiditate nesciunt culpa dignissimos possimus modi.,
FV-002504,BEN-01746,COHORT-PL-001,2025-11-24,Harrison Ochieng,verified,-1.27546,36.77368,Voluptas assumenda quo vero esse voluptatibus nobis.,False
FV-002505,BEN-01747,COHORT-PL-001,2026-03-09,Francis Achieng,Verified,-1.34623,36.76635,Beatae facere natus voluptatem.,True
FV-002506,BEN-01747,COHORT-PL-001,2025-11-11,Grace Mutinda,verified,-1.19542,36.81351,Ad fugit debitis nulla reprehenderit ipsa a ea non.,True
FV-002507,BEN-01747,COHORT-PL-001,2026-02-22,Cynthia Gichuki,Partially Verified,-1.25363,36.76513,Vero earum natus maiores quod omnis.,False
FV-002508,BEN-01748,COHORT-PL-001,2026-02-20,Harrison Mutinda,Verified,-1.19984,36.89034,Repellat possimus quos possimus reprehenderit asperiores quam.,False
FV-002509,BEN-01748,COHORT-PL-001,2026-05-03,Brian Kamau,verified,-1.24841,36.75597,Impedit magnam unde harum fugiat.,True
FV-002510,BEN-01749,COHORT-PL-001,2026-03-22,James Kimani,Verified,-1.20664,36.782,Optio perspiciatis exercitationem officia neque quidem temporibus.,
FV-002511,BEN-01750,COHORT-PL-001,2026-08-20,Wanjiku Githinji,Verified,-1.3357,36.82953,Aut officiis dolorum quo ullam.,True
FV-002512,BEN-01750,COHORT-PL-001,2026-05-07,Kezia Nyambura,Verified,,36.75122,Temporibus omnis at a vel quo.,False
FV-002513,BEN-01751,COHORT-PL-001,2026-07-27,Lilian Kiprotich,Partially Verified,-1.35026,36.81053,Labore vel voluptate impedit error.,False
FV-002514,BEN-01751,COHORT-PL-001,2026-07-07,Stephen Kimani,Partially Verified,-1.23385,36.74963,Sunt dignissimos maiores molestiae maxime tempore vero aperiam culpa.,False
FV-002515,BEN-01752,COHORT-PL-001,2026-01-24,Wanjiku Ochieng,Verified,-1.31634,36.72244,Minus nobis impedit cupiditate sit eos.,False
FV-002516,BEN-01752,COHORT-PL-001,2026-01-28,Zipporah Ochieng,Verified,-1.3521,36.77701,Sapiente eveniet veniam optio accusantium corporis magni.,False
FV-002517,BEN-01753,COHORT-PL-001,2025-09-17,Aisha Omondi,Verified,-1.19851,36.73691,Vitae veritatis delectus officia occaecati at in a vel placeat.,False
FV-002518,BEN-01753,COHORT-PL-001,11-Nov-2025,Priscilla Waweru,Partially Verified,-1.26068,36.75289,Sunt harum beatae reiciendis illo consequatur nam minus sapiente dolores.,False
FV-002519,BEN-01753,COHORT-PL-001,2026-05-15,Patrick Kamau,Referred,-1.21037,36.85294,Itaque odio rem voluptatibus in perferendis.,True
FV-002520,BEN-01754,COHORT-PL-001,2025-12-02,Olive Achieng,verified,-1.29576,36.88287,Eligendi dolor rem fugit officiis odit ex.,
FV-002521,BEN-01754,COHORT-PL-001,2026-04-09,Dennis Njenga,verified,-1.23671,36.89511,Perspiciatis soluta tempore aspernatur ab quia repellat ut consequuntur cum.,True
FV-002522,BEN-01754,COHORT-PL-001,2025-10-29,Leonard Maina,verified,-1.38278,36.8922,Dolor nisi nesciunt vel culpa dolore facilis ab.,
FV-002523,BEN-01755,COHORT-PL-001,2026-02-13,Violet Omondi,Verified,-1.34746,36.74699,Tenetur necessitatibus illo repellendus provident dolorum fugiat quis a ullam.,False
FV-002524,BEN-01756,COHORT-PL-001,2026-04-28,Aisha Ochieng,Partially Verified,-1.34307,36.74766,Doloribus et sapiente tempora est explicabo dolore.,
FV-002525,BEN-01757,COHORT-PL-001,2025-10-28,Esther Owino,Verified,-1.36842,36.77481,Ducimus quidem praesentium repellendus ratione quod eius accusamus doloribus.,True
FV-002526,BEN-01758,COHORT-PL-001,2025-09-08,Owen Mutua,Verified,-1.25473,36.75746,Repudiandae earum soluta magni corporis explicabo quaerat iste.,False
FV-002527,BEN-01758,COHORT-PL-001,2026-03-19,Harrison Nyambura,Verified,-1.27173,36.87086,Dolorum fuga vel id corrupti deserunt consectetur incidunt fugit.,False
FV-002528,BEN-01758,COHORT-PL-001,09/05/2026,Yvonne Kiplagat,Partially Verified,-1.31274,36.8423,Nobis numquam minus eligendi asperiores fuga est repellendus voluptas.,True
FV-002529,BEN-01759,COHORT-PL-001,2025-11-01,Boniface Owino,Verified,-1.24294,36.73137,Consequatur amet ducimus non harum cumque.,True
FV-002530,BEN-01760,COHORT-PL-001,21-Jul-2026,Gladys Waweru,Verified,-1.38044,36.8506,Natus consectetur fugit id vitae veniam necessitatibus illum.,
FV-002531,BEN-01760,COHORT-PL-001,2026-01-14,Hassan Musyoka,Verified,-1.23666,36.73812,Tempora fugiat voluptates tenetur veniam omnis.,True
FV-002532,BEN-01761,COHORT-PL-001,2025-10-13,James Owino,Verified,-1.27749,36.8601,Nihil qui ratione quasi dolorum eum.,False
FV-002533,BEN-01762,COHORT-PL-001,2025-12-02,Raphael Auma,Verified,-1.26014,36.73773,Quasi sint id maiores quae iste deleniti totam inventore error.,True
FV-002534,BEN-01762,COHORT-PL-001,2025-10-30,Joseph Adhiambo,No Contact,-1.27278,36.72076,Ducimus cupiditate minima sint dolorum non doloribus.,True
FV-002535,BEN-01763,COHORT-PL-001,2025-10-27,Priscilla Wangari,Partially Verified,-1.26003,36.77398,Dicta minus deleniti quisquam assumenda voluptatibus illo adipisci.,
FV-002536,BEN-01763,COHORT-PL-001,2026-05-16,Rose Ochieng,Verified,-1.19767,36.72435,Enim amet voluptatem praesentium ut.,
FV-002537,BEN-01764,COHORT-PL-001,2025-12-31,Zipporah Wanjiku,Referred,-1.29756,36.73187,Saepe quam velit vero esse officiis.,True
FV-002538,BEN-01765,COHORT-PL-001,04-Apr-2026,Patrick Mutua,Verified,-1.19262,36.72937,Sequi sit quasi natus dolor blanditiis dignissimos.,
FV-002539,BEN-01766,COHORT-PL-001,2026-06-18,Gladys Odongo,No Contact,-1.19077,36.80933,Libero corrupti odio molestiae consequatur nihil molestiae officia rerum fugit.,False
FV-002540,BEN-01767,COHORT-PL-001,2025-10-03,Amina Mutinda,Verified,-1.32966,36.80727,Quia pariatur possimus error accusamus numquam.,False
FV-002541,BEN-01768,COHORT-PL-001,13/03/2026,Amina Nyambura,Partially Verified,-1.3068,36.76535,Animi delectus excepturi doloremque necessitatibus laborum.,True
FV-002542,BEN-01769,COHORT-PL-001,2025-10-15,Amina Maina,Verified,-1.25395,36.76386,Incidunt velit aut velit nam nulla commodi vel velit.,False
FV-002543,BEN-01769,COHORT-PL-001,2026-05-05,Mary Waweru,No Contact,-1.21216,36.73746,Ullam voluptatem alias voluptates fuga modi sunt assumenda omnis doloribus.,False
FV-002544,BEN-01770,COHORT-PL-001,2025-11-17,Amina Were,Partially Verified,-1.18649,36.84501,Ipsum illum aut minima.,False
FV-002545,BEN-01771,COHORT-PL-001,2026-04-29,Zipporah Mutinda,Verified,-1.34672,36.72172,Ex laboriosam quidem officiis quasi vitae enim sed est recusandae.,True
FV-002546,BEN-01772,COHORT-PL-001,2026-06-14,Owen Omondi,Verified,-1.2988,36.90887,Laudantium blanditiis cum dolorem asperiores deserunt optio.,False
FV-002547,BEN-01773,COHORT-PL-001,2026-03-14,Irene Gichuki,Verified,-1.18633,36.88364,Sed atque amet laudantium deserunt cumque libero voluptas.,False
FV-002548,BEN-01774,COHORT-PL-001,2026-02-22,Seun Kiplagat,Partially Verified,-1.22689,36.71837,Dolorem assumenda nemo optio vitae.,True
FV-002549,BEN-01775,COHORT-PL-001,2026-03-26,Raphael Kariuki,Verified,-1.36344,36.89236,Possimus rerum quia nesciunt quam nihil.,True
FV-002550,BEN-01775,COHORT-PL-001,2026-07-19,Harrison Owino,Referred,-1.2156,36.81015,Laborum distinctio aliquam error delectus eos voluptatum eius ipsum mollitia.,False
FV-002551,BEN-01775,COHORT-PL-001,2026-05-25,Lilian Maina,Verified,-1.23615,36.78061,Quod laudantium ad quibusdam.,True
FV-002552,BEN-01776,COHORT-PL-001,2026-01-01,Leonard Kamau,Partially Verified,-1.35776,36.84794,Impedit consectetur dolorem voluptates ullam suscipit porro iusto eum quod.,True
FV-002553,BEN-01777,COHORT-PL-001,06-Jan-2026,Aisha Achieng,Verified,-1.25459,36.87892,Architecto iusto alias ullam nam quos facere laboriosam dolores omnis.,True
FV-002554,BEN-01778,COHORT-PL-001,15/06/2026,Aisha Njenga,Verified,-1.35961,36.80774,Nihil aspernatur explicabo deserunt ducimus non asperiores recusandae magni exercitationem.,True
FV-002555,BEN-01780,COHORT-PL-001,2025-11-22,Owen Awino,Referred,-1.35332,36.83424,Quia quas repellat eum saepe ea quaerat nulla pariatur dolorum.,False
FV-002556,BEN-01780,COHORT-PL-001,2025-10-08,Irene Ochieng,Verified,-1.22236,36.74026,Ullam aliquid laudantium labore amet.,True
FV-002557,BEN-01781,COHORT-PL-001,2025-10-04,Nancy Wanjiku,Verified,-1.30215,36.74461,Nesciunt tempora reiciendis quaerat.,True
FV-002558,BEN-01781,COHORT-PL-001,2026-07-10,Eunice Waweru,Verified,-1.32371,36.72873,Tempora blanditiis eius accusantium quis nobis ratione molestias.,True
FV-002559,BEN-01782,COHORT-PL-001,2026-07-19,Nicholas Ochieng,Partially Verified,-1.24796,36.76445,Aspernatur molestiae perspiciatis nihil hic cum.,True
FV-002560,BEN-01782,COHORT-PL-001,2026-08-11,Joseph Gichuki,Partially Verified,-1.19517,36.87703,Dolores fuga reprehenderit mollitia placeat.,False
FV-002561,BEN-01783,COHORT-PL-001,2025-11-08,Aisha Ndung'u,Verified,-1.29262,36.7171,Occaecati possimus accusantium ipsam molestiae corrupti eum.,True
FV-002562,BEN-01783,COHORT-PL-001,15-Feb-2026,Kendi Wangari,Verified,-1.29771,36.90402,Praesentium at temporibus eligendi ipsa nobis sint quam exercitationem impedit.,
FV-002563,BEN-01784,COHORT-PL-001,2026-06-13,Raphael Adhiambo,Partially Verified,-1.2101,36.76135,Animi deleniti voluptates error sed magnam.,
FV-002564,BEN-01785,COHORT-PL-001,2025-08-29,Esther Otieno,Verified,-1.29796,36.85966,Tempore quis saepe laborum magni vitae nam voluptatibus aliquam.,
FV-002565,BEN-01786,COHORT-PL-001,2025-09-06,Grace Otieno,Verified,-1.19548,36.72999,Aliquam perspiciatis blanditiis praesentium at saepe.,True
FV-002566,BEN-01787,COHORT-PL-001,2026-01-31,Esther Ochieng,Verified,-1.26101,36.74053,Suscipit eligendi dolore at perspiciatis tenetur repellat fugiat atque modi mollitia.,
FV-002567,BEN-01787,COHORT-PL-001,2026-01-04,Brian Njenga,Verified,-1.31759,36.75613,Aliquid cum id delectus blanditiis nisi illo eos iste placeat.,True
FV-002568,BEN-01788,COHORT-PL-001,2025-11-06,Olive Chebet,Verified,-1.27589,36.85119,Corporis et nobis iusto ab labore.,True
FV-002569,BEN-01788,COHORT-PL-001,2025-11-08,Maurice Mugo,Verified,-1.23144,36.83229,Facilis eius laboriosam praesentium ratione sint perspiciatis.,
FV-002570,BEN-01788,COHORT-PL-001,2025-08-22,Seun Gichuki,Verified,-1.3362,36.88482,Ullam tempora aspernatur quibusdam enim quia.,True
FV-002571,BEN-01789,COHORT-PL-001,2025-12-20,Joseph Odongo,partial,-1.23669,36.78448,Nemo quas nemo in recusandae rem voluptatum consequatur illum dolorum praesentium.,
FV-002572,BEN-01790,COHORT-PL-001,2025-11-30,Joseph Simiyu,Verified,-1.3786,36.73029,Fugiat a doloremque accusamus quibusdam asperiores modi accusamus fugiat repellat.,True
FV-002573,BEN-01790,COHORT-PL-001,2026-03-12,Olive Odongo,Verified,-1.18644,36.77961,Ab tenetur maxime aliquid unde amet dolores id dolores.,True
FV-002574,BEN-01791,COHORT-PL-001,2025-11-30,Nancy Mutua,No Contact,-1.24807,36.8443,Fuga consectetur minus odit.,
FV-002575,BEN-01791,COHORT-PL-001,2025-12-05,Nicholas Mwangi,Referred,-1.28054,36.91489,Eaque ab molestias blanditiis similique nesciunt nihil voluptates animi.,
FV-002576,BEN-01792,COHORT-PL-001,2025-09-03,Maurice Kiplagat,Referred,-1.25241,36.86554,Odit corporis consequatur non excepturi porro quisquam.,True
FV-002577,BEN-01792,COHORT-PL-001,2026-01-24,Harrison Were,Verified,-1.36311,36.82243,Quidem necessitatibus possimus facilis similique nemo repudiandae voluptas aliquam.,True
FV-002578,BEN-01794,COHORT-PL-001,2025-11-15,Tabitha Otieno,Verified,-1.19251,36.89928,Quaerat inventore consequatur vitae expedita repellendus laudantium eos eum repellat voluptatem.,
FV-002579,BEN-01794,COHORT-PL-001,2025-10-24,Priscilla Chebet,Verified,-1.38277,36.80444,Veritatis aliquam enim nam non possimus unde dolore at nam.,
FV-002580,BEN-01795,COHORT-PL-001,2025-08-27,Patrick Wanjiku,partial,-1.22947,36.8228,Natus quaerat nisi expedita expedita distinctio suscipit sapiente quis id illo.,False
FV-002581,BEN-01796,COHORT-PL-001,2025-08-27,Dennis Omondi,Verified,-1.27762,36.72483,Nisi placeat corrupti laudantium libero et.,
FV-002582,BEN-01796,COHORT-PL-001,18-Oct-2025,Irene Nyambura,no contact,,36.91295,Fugit doloremque repellat aut in consequuntur molestiae adipisci.,
FV-002583,BEN-01797,COHORT-PL-001,2026-07-09,Rose Wanjiku,Referred,-1.20319,36.76762,Eos sint culpa in.,True
FV-002584,BEN-01797,COHORT-PL-001,2026-01-04,Violet Were,Partially Verified,-1.23489,36.85392,Accusamus deserunt reiciendis aperiam magnam ad fugiat dicta.,True
FV-002585,BEN-01797,COHORT-PL-001,2026-05-20,Joseph Gichuki,Verified,-1.36783,36.89911,Architecto dolorem quas veritatis.,False
FV-002586,BEN-01798,COHORT-PL-001,01-Jan-2026,Stephen Otieno,no contact,-1.37715,36.89602,Libero atque incidunt expedita ipsam aperiam consectetur ducimus asperiores.,
FV-002587,BEN-01799,COHORT-PL-001,2025-09-24,Esther Mugo,Verified,-1.32398,36.74375,Nihil esse necessitatibus animi fugiat eaque quia.,
FV-002588,BEN-01800,COHORT-PL-001,2026-01-07,Queen Kiprotich,Referred,-1.31598,36.73688,Atque repellat possimus voluptates iusto amet.,False
FV-002589,BEN-01801,COHORT-PL-001,2026-01-19,Eunice Wanjiku,no contact,-1.26141,36.76572,Commodi ut aspernatur officia minima nemo id vitae vel.,False
FV-002590,BEN-01802,COHORT-PL-001,2026-01-27,Quinton Auma,Verified,-1.34298,36.80679,Neque inventore harum commodi doloremque sunt quae libero.,False
FV-002591,BEN-01802,COHORT-PL-001,2026-02-25,Stephen Njenga,No Contact,-1.35578,36.7733,Perferendis itaque molestias ab placeat aliquid delectus doloribus quia laboriosam labore.,
FV-002592,BEN-01803,COHORT-PL-001,2026-08-17,Priscilla Auma,Verified,-1.18849,36.88432,Molestiae doloribus ab odit natus.,True
FV-002593,BEN-01803,COHORT-PL-001,2026-01-02,Patrick Onyango,Verified,-1.2057,36.78768,Ad facere laborum dolor sed corporis.,True
FV-002594,BEN-01804,COHORT-PL-001,31-Jan-2026,Nicholas Ndung'u,Verified,-1.22206,36.75826,Praesentium distinctio placeat distinctio voluptatum illo ea delectus natus consequatur.,
FV-002595,BEN-01805,COHORT-PL-001,2026-01-19,Hassan Rotich,No Contact,-1.3527,36.73499,Quis repellendus vel tempore itaque nulla nisi.,False
FV-002596,BEN-01806,COHORT-PL-001,2025-11-09,Kezia Njenga,Partially Verified,-1.30938,36.84708,Ea ipsa ullam numquam quae dolore.,True
FV-002597,BEN-01806,COHORT-PL-001,2026-02-14,Irene Kamau,Verified,-1.19822,36.83962,Sint officiis aliquid dolores delectus nemo dolorum voluptatibus aperiam nulla.,True
FV-002598,BEN-01807,COHORT-PL-001,2026-05-20,Nancy Awino,Verified,-1.20503,36.79453,Quis cupiditate eius consequuntur vero libero architecto.,False
FV-002599,BEN-01807,COHORT-PL-001,2025-10-27,Yvonne Mutua,No Contact,-1.20385,36.82474,Minima suscipit ab perferendis ex eum assumenda sapiente porro consectetur.,
FV-002600,BEN-01808,COHORT-PL-001,2025-11-27,Amina Njenga,Verified,-1.29122,36.83163,Animi unde eum necessitatibus non architecto mollitia dolore.,False
FV-002601,BEN-01808,COHORT-PL-001,2025-10-31,Xavier Githinji,Verified,-1.24528,36.80158,A rerum ratione voluptates distinctio.,False
FV-002602,BEN-01809,COHORT-PL-001,05-Jun-2026,Stephen Njenga,Verified,-1.1891,36.82459,Delectus quis voluptatibus quam corrupti consectetur.,
FV-002603,BEN-01809,COHORT-PL-001,2026-02-01,Mary Njoroge,Partially Verified,-1.23188,36.77777,Iusto dolor vel impedit quas praesentium alias id ut.,False
FV-002604,BEN-01809,COHORT-PL-001,2025-09-10,Joseph Ochieng,Partially Verified,-1.23316,36.7325,Adipisci rem a nam amet fugiat alias nostrum cumque.,True
FV-002605,BEN-01810,COHORT-PL-001,2025-09-26,Queen Mwangi,Verified,-1.36947,36.73906,Recusandae consequatur enim quas alias labore provident quas consequatur.,True
FV-002606,BEN-01811,COHORT-PL-001,2026-05-10,Dennis Kimani,Verified,-1.29219,36.85369,Earum perferendis sit labore quis magni incidunt in fuga.,False
FV-002607,BEN-01812,COHORT-PL-001,2025-08-25,David Mutua,Partially Verified,-1.3722,36.80422,Sapiente inventore cum sapiente.,False
FV-002608,BEN-01812,COHORT-PL-001,2025-08-31,Rose Omondi,Verified,-1.29418,36.76471,Provident deleniti magni voluptatem odio recusandae velit.,True
FV-002609,BEN-01812,COHORT-PL-001,2026-01-22,Stephen Onyango,Referred,-1.26512,36.83823,Veniam quas eligendi ipsum et laborum nesciunt.,False
FV-002610,BEN-01813,COHORT-PL-001,2026-01-07,Caroline Chebet,Verified,-1.2762,36.77176,Minima dolor nesciunt quo perspiciatis.,False
FV-002611,BEN-01814,COHORT-PL-001,2026-08-20,Quinton Omondi,Referred,-1.31464,36.7638,Saepe provident sapiente nisi aspernatur nisi provident incidunt nihil nulla.,
FV-002612,BEN-01814,COHORT-PL-001,2026-02-21,Xavier Rotich,Verified,-1.37265,36.78278,Repellendus accusamus eligendi praesentium optio corporis impedit sit.,True
FV-002613,BEN-01814,COHORT-PL-001,2026-01-15,Stephen Owino,No Contact,-1.21519,36.79814,Dolor consectetur dolore nihil tempora aut aut.,False
FV-002614,BEN-01815,COHORT-PL-001,2025-12-16,Zipporah Achieng,Verified,-1.30194,36.86035,Nesciunt vel modi officiis optio tenetur eveniet enim ut dolorem.,False
FV-002615,BEN-01815,COHORT-PL-001,2026-05-29,Wanjiku Kariuki,Partially Verified,-1.33039,36.85664,A asperiores placeat ipsa.,False
FV-002616,BEN-01816,COHORT-PL-001,2025-10-17,Dennis Wangari,Partially Verified,-1.23907,36.89533,Consequuntur deserunt nihil minus totam vel.,
